pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
4.48129431182204,-1.6285013731625206,1.0479557306047416,-0.9335000665942719,0.9251342531053398,1.029646829658179,0.8350343832262532,1.4636931746266548,0.5494260041431684,-0.5243612346773139,-1.218709134528563,-0.17491617941536863,0.8631547746252544,0.26605293574883526,-1.4811417699286662,0.43432837356480025,-0.791006848186381,-0.0934070532086353,-0.34443934813155175,-0.18403870310789158,-0.10191246199050674,-0.2777418542612761,-0.4131566250636469,0.14470200116288834,-0.34966224468229934,3
4.357607742232769,-0.07109821314730747,2.0159379972383538,-1.5130045307955253,-0.3960625861161431,-0.576456838701922,1.7129921227255296,-0.07522757598460794,0.9758622420810528,-0.8905737914092955,-1.7179051489013233,1.156800725399413,-0.25607602662323226,-0.2854242235555753,-0.19433602055122084,0.06996277657092165,-0.492290923979666,0.3163991825940964,0.9645381944530167,0.525251764888512,-0.08695244142156633,-0.36811122562857385,-0.8628197196549714,-0.3121117794373501,-0.6435814586233392,3
4.241642275281567,2.5617535551840733,4.362057067096827,0.1726914599999514,1.7482905502376629,-0.36368302643745354,0.4373239684254506,-1.341479648419368,0.3281968123920951,-1.8791195957976936,0.16787902431095736,2.264355478382613,1.209130806886256,-0.18682295500907298,-0.7845468958511754,1.3398074177234425,0.49250984718367286,-0.4369261497263772,0.20629437920959803,0.47015109072379546,0.9490246407101754,0.6249234421021062,-0.5948701056535486,0.23231472790975824,0.42915609296900237,4
-3.0122528069534003,0.7233610849035799,2.3263960483773323,-3.284738472900829,-2.3125314448601757,1.9050636648130204,-1.0745948998969337,0.2478417664280368,-0.0931569662376921,0.17863637417763956,-0.11389801831355417,-1.4167366659774303,0.37174797783526214,-1.1382986390172334,-0.4944645373152421,-1.7002003388235698,0.5552826189209366,-0.7199774782191888,-1.5351587580872221,-0.13435304892932262,-0.27257575794010935,0.08356090323401316,-0.5414439508182429,-0.1182463066760881,-0.4698289270176177,3
4.248156816703055,5.9639018102104115,-0.24653861016399858,-0.7863518856490903,-2.094957706203011,-1.7160609928626154,-0.7467859142165274,0.5000472501661899,0.7914678893238021,-1.199249195929077,-1.6085965151179726,0.1346669670345424,0.7363366429956311,0.04308133115377699,1.496400021787752,-0.6339879460506296,-0.6303707640198686,0.1891373805535328,1.5468116609579958,-0.7408173498131599,-0.017727330838368305,0.0625013645797346,-0.12367123661244839,0.4344701136251069,-0.21504441769898275,3
3.3356653694963114,-1.7356785174163,1.0898881109037886,0.3643695451434641,1.4680187448752466,-0.5626055787363282,1.7232719456921957,-1.228043017718039,0.15345196201188838,-1.2170414324491952,1.9920924583910296,1.696461369976901,-1.535808540476916,-0.14583148526182232,-1.1195570570973152,-0.6289785526132426,-0.31418978762490957,0.18028877979616675,-1.3420932620430046,-0.23288734187809843,0.5957125754321382,0.39020935464284934,-0.33000720767516245,0.7425859266263346,-0.36630471551585436,4
0.3443497372325872,4.414069466288702,-1.3271550334931026,-1.2770971254895334,0.5982098024327615,-0.07782064312193837,0.8513588570488002,0.5825944098949307,0.9637268555514793,-0.3861522678791648,-1.1213221842808219,1.3410826248313232,0.5007178683246778,0.37887894045000947,1.7184429573602364,0.5702415171694359,-0.5748569981342906,0.13953379004278998,1.158880764677045,-0.645534245212918,-0.007377469467062969,-0.16590635876436405,-0.25428998447510465,0.3768100891128402,-0.25210122372323995,3
3.2856454088107903,3.986164691712867,0.05877662990902288,0.7419186270896025,1.716880018887231,-2.7426927069685494,-0.5655555262587422,1.5125959143470957,-0.8660334546405943,1.0389432939018388,1.549028199317311,0.6998387562162347,-0.7894934273397829,0.2055400884246421,-0.5731907236662592,-0.008291374765218018,1.1893847365511487,-1.520855398090105,0.23959873971247014,0.06115283975748513,0.5661570620053555,0.1630033749417718,0.09358056585058705,-0.97869096116511,0.49783197400561974,3
3.1271777346985417,6.3017783077730245,0.41842763085851753,0.8467633365752851,0.15805761778611804,-1.3167770409402484,-1.8249540805296909,-1.598957267506482,-1.7473841897865867,-0.4630184227680686,-0.6951776665703596,0.4345247662990528,0.0373483235106673,-0.409825516696839,-0.940662050799869,1.1922675626250236,-0.1694926568159143,1.2014714643660391,-0.38374079160761254,-1.117645506268686,-0.9908586013670597,0.3215299814730199,0.6732581296877349,-0.4712904280486106,-0.07149915389061401,3
3.2991021077271085,1.74450551673893,-1.4386564022911827,1.1832311919863665,-1.1215195705752468,0.048667114648315746,2.1263481951076995,0.5229069545645613,0.24226272919843383,1.36059884686138,1.2549377579030636,-0.012962350845881154,0.006162972497588015,0.02304933945424059,-0.5076923727325884,0.050980597705798436,1.1146383047396846,0.7924346140278158,-0.293170119005115,-0.2070279078268468,0.06052058194161436,0.0981888127992257,0.6328858631459755,-0.4892278147909132,0.5451031948971718,3
